INDEX,Drug_Name,URL
4882,Medrysone 1% Liquifilm Opthalmic (HMS),https://www.rxlist.com/hms-drug.htm
4883,Mefenamic Acid (Ponstel),https://www.rxlist.com/ponstel-drug.htm
4884,Mefenamic Acid (Mefenamic Acid Capsules),https://www.rxlist.com/mefenamic-acid-drug.htm
4885,Mefenamic Acid Capsules (Mefenamic Acid),https://www.rxlist.com/mefenamic-acid-drug.htm
4886,Mefloquine (Lariam),https://www.rxlist.com/lariam-drug.htm
4887,Mefoxin (Cefoxitin),https://www.rxlist.com/mefoxin-drug.htm
4888,Megace (Megestrol Acetate),https://www.rxlist.com/megace-drug.htm
4889,Megace ES (Megestrol Acetate),https://www.rxlist.com/megace-es-drug.htm
4890,"Megatope (Iodinated I-131 Albumin Injection, Solution)",https://www.rxlist.com/megatope-drug.htm
4891,Megestrol Acetate (Megace ES),https://www.rxlist.com/megace-es-drug.htm
4892,Megestrol Acetate (Megace),https://www.rxlist.com/megace-drug.htm
4893,Megestrol Acetate Oral Suspension (Megestrol Acetate Oral Suspension),https://www.rxlist.com/megestrol-acetate-oral-suspension-drug.htm
4894,Megestrol Acetate Tablets (Megestrol Acetate Tablets),https://www.rxlist.com/megestrol-acetate-tablets-drug.htm
4895,Mekinist (Trametinib Tablets),https://www.rxlist.com/mekinist-drug.htm
4896,Mektovi (Binimetinib Tablets),https://www.rxlist.com/mektovi-drug.htm
4897,Mellaril (Thioridazine HCl),https://www.rxlist.com/mellaril-drug.htm
4898,Meloxicam (Mobic),https://www.rxlist.com/mobic-drug.htm
4899,meloxicam  (Meloxicam Tablets),https://www.rxlist.com/meloxicam-drug.htm
4900,Meloxicam Capsules (Vivlodex),https://www.rxlist.com/vivlodex-drug.htm
4901,Meloxicam Injection (Anjeso),https://www.rxlist.com/anjeso-drug.htm
4902,Meloxicam Orally Disintegrating Tablets (Qmiiz-ODT),https://www.rxlist.com/qmiiz-odt-drug.htm
4903,Meloxicam Tablets (meloxicam ),https://www.rxlist.com/meloxicam-drug.htm
4904,Melphalan (Alkeran),https://www.rxlist.com/alkeran-drug.htm
4905,Melphalan Flufenamide for Injection for IV Use (Pepaxto),https://www.rxlist.com/pepaxto-drug.htm
4906,Melphalan for injection (Hepzato),https://www.rxlist.com/hepzato-drug.htm
4907,"Melphalan for Injection, for Intravenous Use (Evomela)",https://www.rxlist.com/evomela-drug.htm
4908,Melphalan Hcl Injection (Alkeran Injection),https://www.rxlist.com/alkeran-injection-drug.htm
4909,Melquin-3 Topical Solution (Hydroquinone 3% Topical Solution),https://www.rxlist.com/melquin-3-topical-solution-drug.htm
4910,Memantine HCL (Namenda),https://www.rxlist.com/namenda-drug.htm
4911,Memantine Hydrochloride Extended Release Capsules (Namenda XR),https://www.rxlist.com/namenda-xr-drug.htm
4912,Memantine Hydrochloride Extended-release and Donepezil Hydrochloride Capsules (Namzaric),https://www.rxlist.com/namzaric-drug.htm
4913,Menactra (Polysaccharide Diphtheria Toxoid Conjugate Vaccine),https://www.rxlist.com/menactra-drug.htm
4914,Menest (Estrogens),https://www.rxlist.com/menest-drug.htm
4915,MenHibrix (Meningococcal Groups C and Y and Haemophilus b Tetanus Toxoid Conjugate Vaccine),https://www.rxlist.com/menhibrix-drug.htm
4916,"Meningococcal (Groups A, C, Y and W-135) Oligosaccharide Diphtheria CRM197 (Menveo)",https://www.rxlist.com/menveo-drug.htm
4917,"Meningococcal (Groups A, C, Y, W) Vaccine for Injection (MenQuadfi)",https://www.rxlist.com/menquadfi-drug.htm
4918,Meningococcal Group B Vaccine (Trumenba ),https://www.rxlist.com/trumenba-drug.htm
4919,Meningococcal Group B Vaccine (Bexsero),https://www.rxlist.com/bexsero-drug.htm
4920,"Meningococcal Groups A, B, C, W, and Y Vaccine Suspension for Intramuscular Injection (Penbraya)",https://www.rxlist.com/penbraya-drug.htm
4921,Meningococcal Groups C and Y and Haemophilus b Tetanus Toxoid Conjugate Vaccine (MenHibrix),https://www.rxlist.com/menhibrix-drug.htm
4922,Meningococcal Polysaccharide Vaccine (Menomune),https://www.rxlist.com/menomune-drug.htm
4923,Menomune (Meningococcal Polysaccharide Vaccine),https://www.rxlist.com/menomune-drug.htm
4924,Menopur (Menotropins Injection),https://www.rxlist.com/menopur-drug.htm
4925,Menostar (Estradiol Transdermal System),https://www.rxlist.com/menostar-drug.htm
4926,Menotropins for Injection (Repronex),https://www.rxlist.com/repronex-drug.htm
4927,Menotropins Injection (Menopur),https://www.rxlist.com/menopur-drug.htm
4928,"MenQuadfi (Meningococcal (Groups A, C, Y, W) Vaccine for Injection)",https://www.rxlist.com/menquadfi-drug.htm
4929,Mentax (Butenafine),https://www.rxlist.com/mentax-drug.htm
4930,"Menveo (Meningococcal (Groups A, C, Y and W-135) Oligosaccharide Diphtheria CRM197)",https://www.rxlist.com/menveo-drug.htm
4931,Mepenzolate Bromide (Cantil),https://www.rxlist.com/cantil-drug.htm
4932,Mepergan (Meperidine and Promethazine),https://www.rxlist.com/mepergan-drug.htm
4933,Meperidine (Demerol),https://www.rxlist.com/demerol-drug.htm
4934,Meperidine and Promethazine (Mepergan),https://www.rxlist.com/mepergan-drug.htm
4935,Mephobarbital (Mebaral),https://www.rxlist.com/mebaral-drug.htm
4936,Mephyton (Phytonadione),https://www.rxlist.com/mephyton-drug.htm
4937,Mepivacaine (Carbocaine),https://www.rxlist.com/carbocaine-drug.htm
4938,Mepivacaine Hydrochloride Injection (Scandonest),https://www.rxlist.com/scandonest-drug.htm
4939,Mepivacaine Hydrochloride Injection (Polocaine Dental),https://www.rxlist.com/polocaine-dental-drug.htm
4940,Mepolizumab For Injection (Nucala),https://www.rxlist.com/nucala-drug.htm
4941,Meprobamate (Meprobamate),https://www.rxlist.com/meprobamate-drug.htm
4942,Meprobamate and Aspirin (Equagesic),https://www.rxlist.com/equagesic-drug.htm
4943,Mepron (Atovaquone),https://www.rxlist.com/mepron-drug.htm
4944,"Mepsevii (Vestronidase Alfa-Vjbk Injection, for Intravenous Use)",https://www.rxlist.com/mepsevii-drug.htm
4945,Mequinol and Tretinoin (Solage),https://www.rxlist.com/solage-drug.htm
4946,Mercaptopurine (Purinethol),https://www.rxlist.com/purinethol-drug.htm
4947,Mercaptopurine Oral Suspension (Purixan),https://www.rxlist.com/purixan-drug.htm
4948,Meridia (Sibutramine Hydrochloride Monohydrate),https://www.rxlist.com/meridia-drug.htm
4949,Meropenem (Merrem I.V.),https://www.rxlist.com/merrem-iv-drug.htm
4950,Meropenem and Vaborbactam Injection (Vabomere),https://www.rxlist.com/vabomere-drug.htm
4951,Merrem I.V. (Meropenem),https://www.rxlist.com/merrem-iv-drug.htm
4952,Meruvax (Rubella Virus Vaccine Live),https://www.rxlist.com/meruvax-drug.htm
4953,Merzee (Norethindrone Acetate-Ethinyl Estradiol-Ferrous Fumarate),https://www.rxlist.com/merzee-drug.htm
4954,Mesalamine (Canasa),https://www.rxlist.com/canasa-drug.htm
4955,Mesalamine (Pentasa),https://www.rxlist.com/pentasa-drug.htm
4956,Mesalamine (Lialda),https://www.rxlist.com/lialda-drug.htm
4957,Mesalamine Delayed-Release Capsules (Delzicol),https://www.rxlist.com/delzicol-drug.htm
4958,Mesalamine Delayed-Release Tablets (Asacol),https://www.rxlist.com/asacol-drug.htm
4959,"Mesalamine Delayed-Release Tablets, Oral (Asacol HD)",https://www.rxlist.com/asacol-hd-drug.htm
4960,Mesalamine Extended-Release Capsules (Apriso),https://www.rxlist.com/apriso-drug.htm
4961,Mesalamine Rectal Suspension Enema (Rowasa),https://www.rxlist.com/rowasa-drug.htm
4962,Mesna (Mesnex),https://www.rxlist.com/mesnex-drug.htm
4963,Mesnex (Mesna),https://www.rxlist.com/mesnex-drug.htm
4964,Mestinon (Pyridostigmine),https://www.rxlist.com/mestinon-drug.htm
4965,Metadate CD (Methylphenidate Hydrochloride Extended-Release Capsules),https://www.rxlist.com/metadate-cd-drug.htm
4966,Metadate ER (Methylphenidate Hydrochloride Extended Release Tablet),https://www.rxlist.com/metadate-er-drug.htm
4967,Metaglip (Glipizide and Metformin),https://www.rxlist.com/metaglip-drug.htm
4968,Metal-4 Combination (for Neonates) (Neotrace-4),https://www.rxlist.com/neotrace-4-drug.htm
4969,Metanx (L-methylfolate/pyridoxal 5'-phosphate/methylcobalamin),https://www.rxlist.com/metanx-drug.htm
4970,Metaproterenol Sulfate (Alupent),https://www.rxlist.com/alupent-drug.htm
4971,Metaraminol (Aramine),https://www.rxlist.com/aramine-drug.htm
4972,Metastron (Strontium-89),https://www.rxlist.com/metastron-drug.htm
4973,Metaxalone (Skelaxin),https://www.rxlist.com/skelaxin-drug.htm
4974,Metformin Hcl (Fortamet),https://www.rxlist.com/fortamet-drug.htm
4975,Metformin Hcl (Glumetza),https://www.rxlist.com/glumetza-drug.htm
4976,"Metformin Hcl (Glucophage, Glucophage XR)",https://www.rxlist.com/glucophage-drug.htm
4977,Metformin Hcl (Riomet),https://www.rxlist.com/riomet-drug.htm
4978,Metformin Hydrochloride for Extended-release Oral Suspension (Riomet ER),https://www.rxlist.com/riomet-er-drug.htm
4979,Methacholine Chloride (Provocholine),https://www.rxlist.com/provocholine-drug.htm
4980,Methadone (Methadone Oral Concentrate),https://www.rxlist.com/methadone-oral-concentrate-drug.htm
4981,Methadone Hydrochloride (Methadose Oral Concentrate),https://www.rxlist.com/methadose-oral-concentrate-drug.htm
4982,Methadone Hydrochloride Injection (Methadone Hydrochloride Injection),https://www.rxlist.com/methadone-hydrochloride-injection-drug.htm
4983,Methadone Hydrochloride Tablets (Methadose),https://www.rxlist.com/methadose-drug.htm
4984,Methadone Oral Concentrate (Methadone),https://www.rxlist.com/methadone-oral-concentrate-drug.htm
4985,Methadone Tablets (Dolophine),https://www.rxlist.com/methadone-hydrochloride-drug.htm
4986,Methadose (Methadone Hydrochloride Tablets),https://www.rxlist.com/methadose-drug.htm
4987,Methadose Oral Concentrate (Methadone Hydrochloride),https://www.rxlist.com/methadose-oral-concentrate-drug.htm
4988,Methamphetamine Hydrochloride (Desoxyn),https://www.rxlist.com/desoxyn-drug.htm
4989,Methazolamide (Methazolamide),https://www.rxlist.com/methazolamide-drug.htm
4990,Methenamine Hippurate (Hiprex),https://www.rxlist.com/hiprex-drug.htm
4991,Methenamine Hippurate (Urex),https://www.rxlist.com/urex-drug.htm
4992,"Methenamine, Salicylate, Methylene Blue, Benzoic Acid Atropine and Hyoscyamine (Prosed DS)",https://www.rxlist.com/prosed-ds-drug.htm
4993,Methergine (Methylergonovine Maleate),https://www.rxlist.com/methergine-drug.htm
4994,Methimazole (Tapazole),https://www.rxlist.com/tapazole-drug.htm
4995,"Methitest (Methyltestosterone Tablets, USP)",https://www.rxlist.com/methitest-drug.htm
4996,Methocarbamol (Robaxin),https://www.rxlist.com/robaxin-drug.htm
4997,Methohexital Sodium for Injection (Brevital Sodium),https://www.rxlist.com/brevital-sodium-drug.htm
4998,Methotrexate (Trexall),https://www.rxlist.com/trexall-drug.htm
4999,Methotrexate  Non-pyrogenic Solution for a Single Subcutaneous Injection (Rasuvo),https://www.rxlist.com/rasuvo-drug.htm
5000,Methotrexate Injection (Otrexup),https://www.rxlist.com/otrexup-drug.htm
5001,Methotrexate Injection (Otrexup PFS),https://www.rxlist.com/otrexup-pfs-drug.htm
5002,Methotrexate Injection (RediTrex),https://www.rxlist.com/reditrex-drug.htm
5003,Methotrexate Oral Solution (Xatmep),https://www.rxlist.com/xatmep-drug.htm
5004,Methotrexate Oral Solution (Jylamvo),https://www.rxlist.com/jylamvo-drug.htm
5005,Methotrexate Tablets (Rheumatrex),https://www.rxlist.com/rheumatrex-drug.htm
5006,Methoxsalen (Uvadex),https://www.rxlist.com/uvadex-drug.htm
5007,Methoxsalen (8-MOP),https://www.rxlist.com/8-mop-drug.htm
5008,Methoxsalen Capsules (Oxsoralen-Ultra),https://www.rxlist.com/oxsoralen-ultra-drug.htm
5009,Methoxsalen Lotion (Oxsoralen),https://www.rxlist.com/oxsoralen-drug.htm
5010,Methoxy Polyethylene glycol-epoetin beta (Mircera),https://www.rxlist.com/mircera-drug.htm
5011,Methsuximide (Celontin),https://www.rxlist.com/celontin-drug.htm
5012,Methyclothiazide (Methyclothiazide Tablet 5 mg),https://www.rxlist.com/methyclothiazide-drug.htm
5013,Methyclothiazide Tablet 5 mg (Methyclothiazide),https://www.rxlist.com/methyclothiazide-drug.htm
5014,Methyl Aminolevulinate Cream (Metvixia),https://www.rxlist.com/metvixia-drug.htm
5015,Methyldopa (Aldomet),https://www.rxlist.com/aldomet-drug.htm
5016,methyldopa (Methyldopa Tablets),https://www.rxlist.com/methyldopa-drug.htm
5017,Methyldopa Tablets (methyldopa),https://www.rxlist.com/methyldopa-drug.htm
5018,Methyldopa-Hydrochlorothiazide (Aldoril),https://www.rxlist.com/aldoril-drug.htm
5019,"Methyldopate Hcl (Methyldopate Hydrochloride Injection, Solution)",https://www.rxlist.com/methyldopate-hcl-drug.htm
5020,"Methyldopate Hydrochloride Injection, Solution (Methyldopate Hcl)",https://www.rxlist.com/methyldopate-hcl-drug.htm
5021,Methylene Blue (Methylene Blue Injection),https://www.rxlist.com/methylene-blue-drug.htm
5022,Methylene Blue for Intravenous Administration (Provayblue),https://www.rxlist.com/provayblue-drug.htm
5023,Methylene Blue Injection (Methylene Blue),https://www.rxlist.com/methylene-blue-drug.htm
5024,Methylergonovine Maleate (Methergine),https://www.rxlist.com/methergine-drug.htm
5025,Methylin Chewable Tablets  (Methylphenidate HCl Chewable Tablets ),https://www.rxlist.com/methylin-chewable-tablets-drug.htm
5026,Methylin Oral Solution (Methylphenidate HCl Oral Solution 5 mg/5 mL and 10 mg/5 mL),https://www.rxlist.com/methylin-oral-solution-drug.htm
5027,Methylnaltrexone Bromide Injection (Relistor),https://www.rxlist.com/relistor-drug.htm
5028,Methylphenidate Extended-Release Orally Disintegrating Tablets (Cotempla XR ODT),https://www.rxlist.com/cotempla-xr-odt-drug.htm
5029,Methylphenidate Extended-Release Tablets (Concerta),https://www.rxlist.com/concerta-drug.htm
5030,Methylphenidate Hcl (Ritalin),https://www.rxlist.com/ritalin-drug.htm
5031,Methylphenidate HCl Chewable Tablets  (Methylin Chewable Tablets ),https://www.rxlist.com/methylin-chewable-tablets-drug.htm
5032,Methylphenidate HCl Oral Solution 5 mg/5 mL and 10 mg/5 mL (Methylin Oral Solution),https://www.rxlist.com/methylin-oral-solution-drug.htm
5033,"Methylphenidate Hydrochloride Extended Release Oral Suspension, CII  (Quillivant XR)",https://www.rxlist.com/quillivant-xr-drug.htm
5034,Methylphenidate Hydrochloride Extended Release Tablet (Metadate ER),https://www.rxlist.com/metadate-er-drug.htm
5035,Methylphenidate Hydrochloride Extended-Release Capsules (Metadate CD),https://www.rxlist.com/metadate-cd-drug.htm
5036,Methylphenidate Hydrochloride Extended-Release Capsules (Ritalin LA),https://www.rxlist.com/ritalin-la-drug.htm
5037,Methylphenidate Hydrochloride Extended-release Capsules  (Aptensio XR),https://www.rxlist.com/aptensio-xr-drug.htm
5038,Methylphenidate Hydrochloride Extended-release Capsules  (Jornay PM),https://www.rxlist.com/jornay-pm-drug.htm
5039,Methylphenidate Hydrochloride Extended-release Capsules (Adhansia XR),https://www.rxlist.com/adhansia-xr-drug.htm
5040,Methylphenidate Hydrochloride Extended-release Chewable Tablets (Quillichew ER),https://www.rxlist.com/quillichew-er-drug.htm
5041,Methylphenidate Hydrochloride Extended-Release Tablets (Relexxii),https://www.rxlist.com/relexxii-drug.htm
5042,Methylphenidate Transdermal (Daytrana),https://www.rxlist.com/daytrana-drug.htm
5043,Methylprednisolone (Medrol),https://www.rxlist.com/medrol-drug.htm
5044,Methylprednisolone Acetate Injectable Suspension (Depo Medrol),https://www.rxlist.com/depo-medrol-drug.htm
5045,Methylprednisolone sodium succinate (Solu Medrol),https://www.rxlist.com/solu-medrol-drug.htm
5046,Methylprednisolone Sodium Succinate (A-Methapred),https://www.rxlist.com/a-methapred-drug.htm
5047,Methyltestosterone (Testred),https://www.rxlist.com/testred-drug.htm
5048,"Methyltestosterone Tablets, USP (Methitest)",https://www.rxlist.com/methitest-drug.htm
5049,Methysergide maleate (Sansert),https://www.rxlist.com/sansert-drug.htm
5050,Metipranolol Ophthalmic Solution (Optipranolol),https://www.rxlist.com/optipranolol-drug.htm
5051,Metoclopramide (Reglan),https://www.rxlist.com/reglan-drug.htm
5052,Metoclopramide Hydrochloride Orally Disintegrating Tablets (Metozolv ODT),https://www.rxlist.com/metozolv-drug.htm
5053,Metoclopramide Injection (Reglan Injection),https://www.rxlist.com/reglan-injection-drug.htm
5054,Metoclopramide Nasal Spray (Gimoti),https://www.rxlist.com/gimoti-drug.htm
5055,Metoclopramide Orally Disintegrating Tablets (Reglan ODT),https://www.rxlist.com/reglan-odt-drug.htm
5056,Metolazone (Metolazone Tablets),https://www.rxlist.com/metolazone-drug.htm
5057,Metolazone Tablets (Metolazone),https://www.rxlist.com/metolazone-drug.htm
5058,Metolazone Tablets (Zaroxolyn),https://www.rxlist.com/zaroxolyn-drug.htm
5059,Metopirone (Metyrapone),https://www.rxlist.com/metopirone-drug.htm
5060,Metoprolol Succinate (Toprol XL),https://www.rxlist.com/toprol-xl-drug.htm
5061,Metoprolol Succinate Capsules  (Kapspargo Sprinkle),https://www.rxlist.com/kapspargo-sprinkle-drug.htm
5062,Metoprolol Tartrate (Lopressor),https://www.rxlist.com/lopressor-drug.htm
5063,Metoprolol Tartrate and Hydochlorothiazide (Lopressor HCT),https://www.rxlist.com/lopressor-hct-drug.htm
5064,Metoprolol Tartrate Injection (Lopressor Injection),https://www.rxlist.com/lopressor-injection-drug.htm
5065,Metozolv ODT (Metoclopramide Hydrochloride Orally Disintegrating Tablets),https://www.rxlist.com/metozolv-drug.htm
5066,Metreleptin for Injection (Myalept),https://www.rxlist.com/myalept-drug.htm
5067,MetroCream (Metronidazole Topical Cream),https://www.rxlist.com/metrocream-drug.htm
5068,Metrodin (Urofollitropin for Injection),https://www.rxlist.com/metrodin-drug.htm
5069,Metrogel (Metronidazole),https://www.rxlist.com/metrogel-drug.htm
5070,MetroGel 75 (Metronidazole Topical Gel),https://www.rxlist.com/metrogel-75-drug.htm
5071,MetroGel Vaginal (Metronidazole),https://www.rxlist.com/metrogel-vaginal-drug.htm
5072,MetroLotion (Metronidazole Lotion),https://www.rxlist.com/metrolotion-drug.htm
5073,Metronidazole (Metrogel),https://www.rxlist.com/metrogel-drug.htm
5074,Metronidazole (Flagyl),https://www.rxlist.com/flagyl-drug.htm
5075,Metronidazole (MetroGel Vaginal),https://www.rxlist.com/metrogel-vaginal-drug.htm
5076,Metronidazole (Noritate),https://www.rxlist.com/noritate-drug.htm
5077,Metronidazole Cream (Rosadan),https://www.rxlist.com/rosadan-cream-drug.htm
5078,Metronidazole Extended Release Tablets (Flagyl ER),https://www.rxlist.com/flagyl-er-drug.htm
5079,Metronidazole Gel (Rosadan),https://www.rxlist.com/rosadan-gel-drug.htm
5080,Metronidazole Injection (Flagyl Injection),https://www.rxlist.com/flagyl-injection-drug.htm
5081,Metronidazole Injection (Metronidazole Injection ),https://www.rxlist.com/metronidazole-drug.htm
5082,Metronidazole Lotion (MetroLotion),https://www.rxlist.com/metrolotion-drug.htm
5083,Metronidazole Oral Suspension (Likmez),https://www.rxlist.com/likmez-drug.htm
5084,Metronidazole Topical Cream (MetroCream),https://www.rxlist.com/metrocream-drug.htm
5085,Metronidazole Topical Gel (MetroGel 75),https://www.rxlist.com/metrogel-75-drug.htm
5086,Metronidazole Vaginal Gel (Vandazole),https://www.rxlist.com/vandazole-drug.htm
5087,Metronidazole Vaginal Gel (Nuvessa),https://www.rxlist.com/nuvessa-drug.htm
5088,Metroprolol (Dutoprol),https://www.rxlist.com/dutoprol-drug.htm
5089,Metvixia (Methyl Aminolevulinate Cream),https://www.rxlist.com/metvixia-drug.htm
5090,Metyrapone (Metopirone),https://www.rxlist.com/metopirone-drug.htm
5091,Metyrosine (Demser),https://www.rxlist.com/demser-drug.htm
5092,Mevacor (Lovastatin),https://www.rxlist.com/mevacor-drug.htm
5093,Mexiletine HCl (Mexitil),https://www.rxlist.com/mexitil-drug.htm
5094,Mexitil (Mexiletine HCl),https://www.rxlist.com/mexitil-drug.htm
5095,Miacalcin (Calcitonin-Salmon),https://www.rxlist.com/miacalcin-drug.htm
5096,Micafungin Sodium (Mycamine),https://www.rxlist.com/mycamine-drug.htm
5097,Micardis (Telmisartan),https://www.rxlist.com/micardis-drug.htm
5098,Micardis HCT (Telmisartan and Hydrochlorothiazide Tablets),https://www.rxlist.com/micardis-hct-drug.htm
5099,Miconazole (Monistat-Derm),https://www.rxlist.com/monistat-derm-drug.htm
5100,Miconazole Buccal Tablets (Oravig),https://www.rxlist.com/oravig-drug.htm
5101,Miconazole Nitrate Vaginal Cream (Monistat Vaginal Cream),https://www.rxlist.com/monistat-vaginal-cream-drug.htm
5102,"Miconazole Nitrate, 15% Zinc Oxide, and 81.35% White Petrolatum (Vusion)",https://www.rxlist.com/vusion-drug.htm
5103,MiCort HC (Hydrocortisone Acetate Cream),https://www.rxlist.com/micort-hc-drug.htm
5104,Micro-K (Potassium Chloride Extended-Release),https://www.rxlist.com/micro-k-drug.htm
5105,Micro-K for Liquid Suspension (Potassium Chloride Extended Release Formulation for Liquid Suspension),https://www.rxlist.com/micro-k-for-liquid-suspension-drug.htm
5106,Micronase (Glyburide),https://www.rxlist.com/micronase-drug.htm
5107,Micronized Glyburide Tablets (Glynase PresTab),https://www.rxlist.com/glynase-prestab-drug.htm
5108,Microzide (Hydrochlorothiazide Capsule),https://www.rxlist.com/microzide-drug.htm
5109,Midamor (Amiloride),https://www.rxlist.com/midamor-drug.htm
5110,Midazolam (Midazolam Injection),https://www.rxlist.com/midazolam-injection-drug.htm
5111,Midazolam for Injection (Seizalam),https://www.rxlist.com/seizalam-drug.htm
5112,Midazolam Hcl Syrup (Midazolam Hydrochloride Syrup),https://www.rxlist.com/midazolam-hydrochloride-syrup-drug.htm
5113,Midazolam Hydrochloride Syrup (Midazolam Hcl Syrup),https://www.rxlist.com/midazolam-hydrochloride-syrup-drug.htm
5114,Midazolam Injection (Midazolam),https://www.rxlist.com/midazolam-injection-drug.htm
5115,Midazolam Nasal Spray (Nayzilam),https://www.rxlist.com/nayzilam-drug.htm
5116,Midodrine Hydrochloride (Proamatine),https://www.rxlist.com/proamatine-drug.htm
5117,Midostaurin Capsules (Rydapt ),https://www.rxlist.com/rydapt-drug.htm
5118,"Midrin (Acetaminophen, Isometheptene and Dichloralphenazone)",https://www.rxlist.com/midrin-drug.htm
5119,Miebo (Perfluorohexyloctane Ophthalmic Solution),https://www.rxlist.com/miebo-drug.htm
5120,Mifeprex (Mifepristone (RU486)),https://www.rxlist.com/mifeprex-ru486-drug.htm
5121,Mifepristone (Korlym),https://www.rxlist.com/korlym-drug.htm
5122,Mifepristone (RU486) (Mifeprex),https://www.rxlist.com/mifeprex-ru486-drug.htm
5123,Migalastat Capsules (Galafold),https://www.rxlist.com/galafold-drug.htm
5124,Migergot (Ergotamine Tartrate and Caffeine Suppositories),https://www.rxlist.com/migergot-drug.htm
5125,Miglitol (Glyset),https://www.rxlist.com/glyset-drug.htm
5126,Miglustat (Zavesca),https://www.rxlist.com/zavesca-drug.htm
5127,Miglustat Capsules (Opfolda),https://www.rxlist.com/opfolda-drug.htm
5128,Migranal (Dihydroergotamine Mesylate Spray),https://www.rxlist.com/migranal-drug.htm
5129,Millipred (Prednisolone Tablets),https://www.rxlist.com/millipred-drug.htm
5130,Milnacipran HCl Tablets (Savella),https://www.rxlist.com/savella-drug.htm
5131,Milprosa (Progesterone Vaginal System),https://www.rxlist.com/milprosa-drug.htm
5132,Milrinone (Primacor IV),https://www.rxlist.com/primacor-iv-drug.htm
5133,Miltefosine Capsules (Impavido),https://www.rxlist.com/impavido-drug.htm
5134,Mimvey (Estradiol and Norethindrone Acetate Tablets),https://www.rxlist.com/mimvey-drug.htm
5135,Minastrin 24 Fe (Norethindrone Acetate-Ethinyl Estradiol-Ferrous Fumarate),https://www.rxlist.com/minastrin-24-fe-drug.htm
5136,Minipress (Prazosin HCl),https://www.rxlist.com/minipress-drug.htm
5137,Minirin (Desmopressin Acetate Nasal Spray),https://www.rxlist.com/minirin-drug.htm
5138,Minitran  (Nitroglycerin Transdermal Delivery System),https://www.rxlist.com/minitran-drug.htm
5139,Minivelle (Estradiol Transdermal System),https://www.rxlist.com/minivelle-drug.htm
5140,Minocin (Minocycline Hydrochloride Oral Suspension),https://www.rxlist.com/minocin-drug.htm
5141,Minocin Capsules (Minocycline),https://www.rxlist.com/minocin-capsules-drug.htm
5142,Minocin Injection (Minocycline Inj),https://www.rxlist.com/minocin-injection-drug.htm
5143,Minocycline (Minocin Capsules),https://www.rxlist.com/minocin-capsules-drug.htm
5144,Minocycline Hydrochloride (Solodyn),https://www.rxlist.com/solodyn-drug.htm
5145,Minocycline Hydrochloride (Ximino),https://www.rxlist.com/ximino-drug.htm
5146,Minocycline Hydrochloride Extended-Release Tablets (Minolira),https://www.rxlist.com/minolira-drug.htm
5147,Minocycline Hydrochloride Microspheres (Arestin),https://www.rxlist.com/arestin-drug.htm
5148,Minocycline Hydrochloride Oral Suspension (Minocin),https://www.rxlist.com/minocin-drug.htm
5149,Minocycline Hydrochloride Tablets (Dynacin),https://www.rxlist.com/dynacin-drug.htm
5150,Minocycline Inj (Minocin Injection),https://www.rxlist.com/minocin-injection-drug.htm
5151,Minocycline Topical Foam (Amzeeq),https://www.rxlist.com/amzeeq-drug.htm
5152,Minocycline Topical Foam (Zilxi),https://www.rxlist.com/zilxi-drug.htm
5153,Minolira (Minocycline Hydrochloride Extended-Release Tablets),https://www.rxlist.com/minolira-drug.htm
5154,Minoxidil (Minoxidil Tablets),https://www.rxlist.com/minoxidil-drug.htm
5155,Minoxidil Tablets (Minoxidil),https://www.rxlist.com/minoxidil-drug.htm
5156,"Minoxidil Tablets, USP (Loniten)",https://www.rxlist.com/loniten-drug.htm
5157,Mintezol (Thiabendazole),https://www.rxlist.com/mintezol-drug.htm
5158,Miochol-E (Acetylcholine Chloride Intraocular Solution),https://www.rxlist.com/miochol-e-drug.htm
5159,Miostat (Carbachol Intraocular Solution),https://www.rxlist.com/miostat-drug.htm
5160,Miplyffa (Arimoclomol Capsules),https://www.rxlist.com/miplyffa-drug.htm
5161,Mipomersen Sodium Injection (Kynamro),https://www.rxlist.com/kynamro-drug.htm
5162,Mirabegron (Myrbetriq),https://www.rxlist.com/myrbetriq-drug.htm
5163,Miradon (Anisindione),https://www.rxlist.com/miradon-drug.htm
5164,MiraLAX (Polyethylene Glycol 3350 - OTC),https://www.rxlist.com/miralax-drug.htm
5165,Miraluma (Technetium Tc99m sestamibi),https://www.rxlist.com/miraluma-drug.htm
5166,Mirapex (Pramipexole),https://www.rxlist.com/mirapex-drug.htm
5167,Mirapex ER (Pramipexole Dihydrochloride Extended-Release Tablets),https://www.rxlist.com/mirapex-er-drug.htm
5168,Mircera (Methoxy Polyethylene glycol-epoetin beta),https://www.rxlist.com/mircera-drug.htm
5169,"Mircette (Desogestrel, Ethinyl Estradiol and Ethinyl Estradiol)",https://www.rxlist.com/mircette-drug.htm
5170,Mirena (Levonorgestrel-Releasing Intrauterine System),https://www.rxlist.com/mirena-drug.htm
5171,Mirikizumab-mrkz Injection (Omvoh),https://www.rxlist.com/omvoh-drug.htm
5172,Mirtazapine (Remeron),https://www.rxlist.com/remeron-drug.htm
5173,Mirtazapine (Remeron SolTab),https://www.rxlist.com/remeron-soltab-drug.htm
5174,Mirtazapine (Mirtazapine Tablets),https://www.rxlist.com/mirtazapine-drug.htm
